LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID459795,459795,0,78.71363830566406,1.562766893219275,1.2645128318860641,1.9217232776457418,0.0,0,0.1,1,,6.518987341772152,6.0,4.0,10.0,515.0,1.5263561392873803,76.88607594936708,78.0,35.0,101.0,6074.0,15.634435482803745,0.25605501168659595,1.7413211518918124,0.25945285129875456,2.026151993199625
ID459828,459828,0,77.37044525146484,1.6315272081430765,1.059889441080216,2.040674808969629,3.823415756225586,1,0.1,1,,1.2151898734177216,1.0,0.0,4.0,96.0,1.0211969607850628,65.86075949367088,65.0,41.0,91.0,5203.0,12.648841212979104,0.013281731022957172,0.031195294647075662,0.3041779956343584,2.428828861671374
ID459809,459809,0,77.1125717163086,1.6832779216373268,1.0573721199840098,2.093213925575197,7.646831512451172,2,0.1,1,,3.329113924050633,3.0,1.0,5.0,263.0,1.082749574325048,68.59493670886076,69.0,38.0,95.0,5419.0,13.72954794794487,0.2862819685494005,1.3686375289061419,0.3093351642709439,2.3607189033764957
ID459822,459822,0,104.56509399414062,1.860333311888083,0.9950465258885224,2.500728439213354,11.470247268676758,3,0.1,1,,0.012658227848101266,0.0,0.0,1.0,1.0,0.1125087900926024,84.88607594936708,85.0,46.0,123.0,6706.0,19.238707871327026,-0.8416538376951835,-1.196030943567748,0.33778382037203325,2.228145039241964
ID459835,459835,0,100.9868392944336,1.9728950931675966,0.9054473667943566,2.442841174151872,15.293663024902344,4,0.1,1,,0.0,0.0,0.0,0.0,0.0,0.0,91.63291139240506,90.0,54.0,127.0,7239.0,18.4141648481855,-1.0,-Infinity,0.3098512014785108,2.3542938924608015
ID459805,459805,0,72.96314239501953,1.968013038203754,0.9918252346833842,2.6537720139490326,19.11707878112793,5,0.1,1,,0.0,0.0,0.0,0.0,0.0,0.0,66.50632911392405,66.0,35.0,97.0,5254.0,15.29527614164811,NaN,NaN,0.3276086073038689,2.1459564035732375
ID459799,459799,0,72.62403869628906,1.9626709526969313,1.074236999137329,2.7921643068594673,22.940494537353516,6,0.1,1,,0.5316455696202531,0.0,0.0,2.0,42.0,0.6762536892733089,61.11392405063291,61.0,30.0,90.0,4828.0,15.885800256487855,0.12785320005967474,0.1782385226447583,0.3502104460150427,1.9956698704287297
