LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID1156771,1156771,0,228.1022186279297,4.748220912435556,1.9768337901444561,3.0210972293713643,0.0,0,0.1,1,,5.075949367088608,5.0,2.0,8.0,401.0,1.730363470775196,199.65822784810126,200.0,101.0,281.0,15773.0,45.23156546890602,0.2626993741608464,1.2205877631325193,0.3258501291169113,2.169696812088481
ID1156822,1156822,0,221.9153594970703,4.739928067239051,2.005565370918658,3.0498644308552425,3.8225760459899902,1,0.1,1,,5.151898734177215,5.0,2.0,7.0,407.0,1.3595682534421023,204.8987341772152,208.0,112.0,284.0,16187.0,42.986460282371695,0.2579739510444481,1.554177099927635,0.3094948103977212,2.2531348032973466
ID1156793,1156793,0,223.55078125,4.745139467953134,1.8709416663750786,3.0872150809066814,7.6451520919799805,2,0.1,1,,3.721518987341772,3.0,1.0,8.0,294.0,1.8874532350176119,195.126582278481,197.0,100.0,275.0,15415.0,42.89742299611816,0.20984196839367875,0.6839710822155393,0.32345823399864376,2.223428667612266
ID1156811,1156811,0,204.07093811035156,4.7324031829310504,1.661599264756012,3.1255658305341965,11.46772813796997,3,0.1,1,,8.405063291139241,8.0,3.0,13.0,664.0,2.524337878872816,183.1012658227848,182.0,105.0,257.0,14465.0,37.76838826615857,0.3544954357175642,1.7428363185470968,0.32080621073649007,2.3550306049709526
ID1156779,1156779,0,188.11387634277344,4.681759962188374,1.482200189933935,3.2054028778481984,15.290304183959961,4,0.1,1,,4.341772151898734,4.0,2.0,7.0,343.0,1.4578353812079479,158.50632911392404,161.0,79.0,224.0,12522.0,37.39665191983598,0.3307898735814285,1.4805778803207124,0.3237315091276842,2.07314150748943
ID1156784,1156784,0,105.7149429321289,4.692753135640782,1.3824064439664476,3.2218114950524783,19.11288022994995,5,0.1,1,,5.6835443037974684,5.0,2.0,11.0,449.0,2.5396562648368053,102.0253164556962,102.0,59.0,134.0,8060.0,17.1867380920501,0.29700582946507736,1.024937423336373,0.25532896142900524,2.4148325302444476
ID1156770,1156770,1,34.68683624267578,4.657729153949126,2.7075705178153653,2.605034307046342,0.0,0,0.1,1,,0.4177215189873418,0.0,0.0,2.0,33.0,0.5906883194078267,28.848101265822784,30.0,14.0,41.0,2279.0,7.056709132767594,-0.1137965760322256,-0.18161605281141568,0.32615331647435636,2.0108194436695337
