LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID97523,97523,0,63.90338897705078,6.627812361384225,6.472588615667758,2.0743741967345826,0.0,0,0.1,1,,0.9620253164556962,1.0,0.0,2.0,76.0,0.29712459506389804,52.32911392405063,53.0,26.0,75.0,4134.0,11.562230198085556,0.14996637525218562,0.8444747069512196,0.3285022214009689,2.2382458643952297
ID97549,97549,0,104.67961883544922,6.721494058627433,6.294194288083774,2.1361381368149117,3.8217413425445557,1,0.1,1,,1.8101265822784811,2.0,1.0,3.0,143.0,0.6420310194417007,85.44303797468355,87.0,41.0,125.0,6750.0,20.322872573205405,0.37239743008717446,1.530064396818299,0.3424034878183789,2.14475007222137
ID97537,97537,0,85.36580657958984,6.714904024458223,6.122707417294755,2.2356090697253874,7.643482685089111,2,0.1,1,,0.43037974683544306,0.0,0.0,2.0,34.0,0.5702798301823023,68.21518987341773,71.0,29.0,100.0,5389.0,18.0587864019053,0.012867723116388773,0.019175327290644133,0.33470057057272956,1.8945022846070292
ID97542,97542,0,74.29512786865234,6.661815985101809,6.1833096079280265,2.041378686985426,11.465224027633667,3,0.1,1,,0.0,0.0,0.0,0.0,0.0,0.0,61.53164556962025,63.0,30.0,89.0,4861.0,14.945057877094074,-1.0,-Infinity,0.33746709278068443,2.077682821266015
ID97530,97530,0,53.001220703125,6.718565402648562,6.0036666437753015,2.0196814933532954,15.286965370178223,4,0.1,1,,1.1265822784810127,1.0,0.0,2.0,89.0,0.6277164272306842,49.40506329113924,50.0,26.0,68.0,3903.0,10.859851946081706,0.2584199053435714,0.7371057527256414,0.29625666081154883,2.07947964493798
ID97525,97525,1,45.84471130371094,6.997586587372465,5.85047293673875,2.2322183071478374,0.0,0,0.1,1,,0.0,0.0,0.0,0.0,0.0,0.0,34.43037974683544,35.0,15.0,51.0,2720.0,9.111395435223983,-1.0,-Infinity,0.3483062522332355,1.9523588024068106
ID97551,97551,1,18.899641036987305,7.143394148584443,5.230282469794267,2.7334207528435135,3.8217413425445557,1,0.1,1,,1.518987341772152,1.0,0.0,4.0,120.0,1.084397026044485,15.531645569620252,15.0,8.0,23.0,1227.0,3.6858546065276263,0.09385088685479893,0.2403676902265185,0.35855323860490873,2.2242636000258282
