LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID30928,30928,0,142.9499817,4.40107914,0.372779739,2.512802967,0,0,0.1,1,,1.848101266,2,0,4,146,0.93491543,119.443038,124,57,167,9436,26.51837623,0.332876869,0.987363387,0.310091565,2.132220973
ID30900,30900,0,145.6226196,4.230459979,0.283913677,2.7304655,3.822578192,1,0.1,1,,3.46835443,3,2,5,274,0.844825017,131.1392405,132,70,186,10360,28.42657396,0.288148874,1.836697225,0.3184769,2.228658631
ID30918,30918,0,107.7828369,4.19662718,0.336141813,2.603101888,7.645156384,2,0.1,1,,2.126582278,2,0,4,168,0.978841395,89.30379747,89,54,128,7055,19.24561517,0.312514242,1.034583738,0.330537936,2.305484327
ID30911,30911,0,98.74248505,4.28717505,0.454332979,2.573851373,11.46773458,3,0.1,1,,1,1,0,2,79,0.358057437,81.86075949,81,49,115,6467,16.80638934,0.274336283,1.202476226,0.317004749,2.344821421
ID30941,30941,0,89.57793427,5.417084561,1.397005138,2.241937893,15.29031277,4,0.1,1,,3.810126582,4,1,6,301,1.340454854,71.37974684,71,45,101,5639,14.96603316,0.316582426,1.366960476,0.314722071,2.283450191
ID30924,30924,0,135.3101654,5.512477414,0.957315167,2.602040954,19.11289096,5,0.1,1,,1.582278481,2,0,3,125,0.709054895,120.3924051,120,62,174,9511,28.0157546,0.295150381,1.017082563,0.335318134,2.158236612
ID30930,30930,1,17.84433746,4.362739907,0.769107842,3.076982193,0,0,0.1,1,,0.303797468,0,0,2,24,0.489752171,17.73417722,18,11,24,1401,3.041207844,-0.175729823,-0.264492681,0.214634569,2.060862286
