LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID18487,18487,2,35.45904541015625,6.6483756528067754,6.1032201142009495,1.7723063232061804,0.0,0,0.1,1,,0.4177215189873418,0.0,0.0,1.0,33.0,0.4963351570468691,36.620253164556964,37.0,19.0,47.0,2893.0,6.573653313326161,-0.030995106035889036,-0.05384048475651139,0.24070495791171587,2.1615289666464412
ID18470,18470,2,18.471847534179688,6.70996495912736,6.138819527887657,1.8239775677656813,3.8217413425445557,1,0.1,1,,0.0,0.0,0.0,0.0,0.0,0.0,18.10126582278481,19.0,9.0,23.0,1430.0,3.1033271504614706,NaN,NaN,0.23097671115447108,2.1889192341327455
ID18478,18478,2,15.854358673095703,6.279999118908531,6.985394439005559,1.9897615042104062,7.643482685089111,2,0.1,1,,0.0,0.0,0.0,0.0,0.0,0.0,14.810126582278482,15.0,9.0,20.0,1170.0,2.552404343455294,-1.0,-Infinity,0.19494785578919896,1.8932536362788648
ID18483,18483,2,13.686582565307617,6.213777766137552,7.055880745712309,2.264525156907551,11.465224027633667,3,0.1,1,,1.3037974683544304,1.0,0.0,3.0,103.0,0.7738420692871616,11.189873417721518,11.0,7.0,15.0,884.0,1.881597448481071,0.2122599100939927,0.5900108875610636,0.22342828255257635,2.1721413595894643
ID18493,18493,2,11.452484130859375,6.251004883685138,6.084087402273033,2.423097128976005,15.286965370178223,4,0.1,1,,1.481012658227848,1.0,0.0,3.0,117.0,0.6954201735544003,17.455696202531644,18.0,11.0,24.0,1379.0,2.8590722376970494,0.02614076546398032,0.10850577182226337,0.19173534276434395,1.9645559281730605
ID18498,18498,2,23.42076873779297,6.317692191449813,5.803060678174454,2.0029805838328416,19.10870671272278,5,0.1,1,,0.810126582278481,1.0,0.0,3.0,64.0,0.8484669337208475,23.20253164556962,23.0,14.0,29.0,1833.0,3.549574719327412,-0.25661832319679934,-0.6592099702850455,0.22603342291817433,2.4102350562628794
ID18488,18488,3,115.28768157958984,6.426037632982746,5.651948204447944,3.6066351179954887,0.0,0,0.1,1,,0.3924050632911392,0.0,0.0,1.0,31.0,0.49140618529724805,118.73417721518987,118.0,63.0,165.0,9380.0,26.855600982328408,-0.016480126905790104,-0.026760941676917838,0.30926119679454334,2.088670835757254
