LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID238670,238670,1,102.14822387695312,1.5115608770499254,0.731567374566174,2.5659602527560605,3.8225772380828857,1,0.1,1,,2.4683544303797467,2.0,1.0,4.0,195.0,0.5736845161328944,86.63291139240506,88.0,45.0,127.0,6844.0,21.659472502981984,0.29666229520308834,1.968792096925301,0.3320498545543898,1.9941041832755626
ID238716,238716,1,84.83528900146484,1.4738647918463426,0.7291178822950451,2.5507438401445284,7.6451544761657715,2,0.1,1,,1.0379746835443038,1.0,0.0,2.0,82.0,0.6085509896821861,74.70886075949367,75.0,39.0,111.0,5902.0,18.011500527429536,0.34251995361211546,0.8703319182630432,0.3318343782036797,2.06691858611355
ID238709,238709,1,59.87460708618164,1.4599501217160444,0.7724813583100575,2.559702625294678,11.467731714248657,3,0.1,1,,0.5443037974683544,1.0,0.0,2.0,43.0,0.5499992623405402,54.9873417721519,55.0,29.0,78.0,4344.0,12.252151742874076,0.3516109316336331,0.5148964839554646,0.3124147923608637,2.1366865990738675
ID238696,238696,1,73.75980377197266,1.3976533396213544,0.822982320502408,2.4963654486355313,15.290308952331543,4,0.1,1,,0.0,0.0,0.0,0.0,0.0,0.0,65.92405063291139,67.0,32.0,95.0,5208.0,16.254996984674047,NaN,NaN,0.3339826983821489,2.0307700933532
ID238682,238682,1,47.389122009277344,1.4636929129312624,0.8071616827491811,2.5726849374194103,19.11288619041443,5,0.1,1,,0.0,0.0,0.0,0.0,0.0,0.0,45.43037974683544,45.0,24.0,65.0,3589.0,10.284022390125868,NaN,NaN,0.30976040337749583,2.089524143860384
ID238703,238703,1,68.19644165039062,1.5028588124486917,0.8461085846152463,2.5410676103353667,22.935463428497314,6,0.1,1,,0.0,0.0,0.0,0.0,0.0,0.0,70.70886075949367,73.0,40.0,90.0,5586.0,12.261208267241495,NaN,NaN,0.23194545270760777,2.1715255826211086
ID238691,238691,1,170.26837158203125,1.5314596860717755,0.8496862338640494,2.5675194636716805,26.7580406665802,7,0.1,1,,1.9746835443037976,2.0,0.0,4.0,156.0,0.8766878745261184,145.9873417721519,144.0,81.0,209.0,11533.0,32.17400354916519,0.3439747286803155,1.1529698137564408,0.3299545361505352,2.2514245596280915
