LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID742665,742665,0,108.73623657226562,2.716318760529729,1.9010505006612088,2.0161530727050265,0.0,0,0.1,1,,0.9113924050632911,1.0,0.0,4.0,72.0,0.9085050190753858,90.12658227848101,90.0,50.0,130.0,7120.0,20.220811244858474,-0.2781854383937398,-0.7732444720454605,0.33758739561839934,2.2498231349009403
ID742682,742682,0,125.923095703125,2.5930310596572443,1.8830178291356863,2.1512701333946,3.8225772380828857,1,0.1,1,,1.8354430379746836,2.0,1.0,4.0,145.0,0.8833267500504868,103.21518987341773,103.0,53.0,148.0,8154.0,23.012076476179573,0.18335146898803048,0.6439025776990319,0.3270413425565835,2.2107315373913186
ID742659,742659,0,73.56228637695312,2.569703874502252,1.6640672301368804,2.525079180715503,7.6451544761657715,2,0.1,1,,1.2784810126582278,1.0,0.0,3.0,101.0,0.7326927655828341,63.46835443037975,63.0,37.0,90.0,5014.0,13.262473995757851,0.16630046029734885,0.49760573721417506,0.32265511451338175,2.3348265687462724
ID742671,742671,0,80.56659698486328,2.2683496408830655,1.5000422100264126,2.600606603731001,11.467731714248657,3,0.1,1,,3.2025316455696204,3.0,1.0,6.0,253.0,1.4085794520379988,73.0126582278481,74.0,37.0,99.0,5768.0,14.496236178955325,0.20603015075376885,0.7768097927689841,0.284976735292243,2.2340199242258865
ID742697,742697,0,48.78316879272461,2.1621907110250516,1.434850023738312,2.5794597738916942,15.290308952331543,4,0.1,1,,1.7848101265822784,2.0,0.0,4.0,141.0,0.9152677354678495,46.949367088607595,47.0,28.0,62.0,3709.0,8.286378588207764,0.18490160834753377,0.6086004424921274,0.26430909878539255,2.368938666656896
ID742678,742678,0,74.37576293945312,2.1008055642978043,1.4358564435726864,2.572488264417526,19.11288619041443,5,0.1,1,,2.3797468354430378,2.0,1.0,4.0,188.0,0.6850752806912657,60.78481012658228,60.0,37.0,89.0,4802.0,13.709131231779516,0.3152729463435489,1.6653030385259004,0.3442377563378557,2.270897537010695
ID742687,742687,0,66.28057098388672,2.2056139616747528,1.526568402230819,2.459426314902657,22.935463428497314,6,0.1,1,,15.227848101265822,11.0,2.0,54.0,1203.0,12.454995256860832,55.74683544303797,55.0,31.0,82.0,4404.0,13.132918470374236,0.04270320830830381,0.10014395991224447,0.33962712934207073,2.152322802524559
