LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID1192618,1192618,0,43.06496810913086,5.4010811955912255,5.806267223451274,0.8212016396570408,3.82174015045166,1,0.1,1,,0.24050632911392406,0.0,0.0,1.0,19.0,0.43012192288835077,33.70886075949367,34.0,18.0,48.0,2663.0,7.629483799344887,0.027181258447214314,0.029592891361295028,0.3197460120799132,2.140886747920769
ID1192627,1192627,0,58.87334442138672,5.114993535284279,5.959172281799776,1.0331889147906503,7.64348030090332,2,0.1,1,,0.9240506329113924,1.0,0.0,1.0,73.0,0.2666098608758894,60.50632911392405,62.0,28.0,83.0,4780.0,13.849811086114666,0.2537569772434521,1.4029887404859274,0.2862178557654073,1.9443262560558603
ID1192649,1192649,0,106.63052368164062,5.229259073246259,6.054866775542048,1.882902442167427,11.46522045135498,3,0.1,1,,2.848101265822785,3.0,0.0,6.0,225.0,1.5113977873693756,80.0126582278481,81.0,39.0,120.0,6321.0,20.56415456807409,0.2601316137463246,0.7780076518751615,0.3579190461698204,2.051109115859219
ID1192634,1192634,0,81.6163330078125,5.478857426960709,6.068617606407068,1.8817260835420773,15.28696060180664,4,0.1,1,,1.8227848101265822,2.0,0.0,4.0,144.0,1.0831991278317856,65.0886075949367,63.0,37.0,97.0,5142.0,14.964222180663095,0.18106738053198154,0.5159678464258204,0.3484860018962082,2.2481212164963833
ID1192643,1192643,0,137.95013427734375,5.396952308933348,6.452955998626413,1.6389103905710833,19.1087007522583,5,0.1,1,,1.6835443037974684,2.0,0.0,3.0,133.0,0.760301960887881,105.9873417721519,111.0,49.0,157.0,8373.0,27.49475179332531,0.19650644109304916,0.7273277943359929,0.3547968229504814,2.0190159267278127
ID1192652,1192652,0,157.89393615722656,5.519594855641372,6.379919755228513,0.8540880211454656,22.93044090270996,6,0.1,1,,6.1265822784810124,6.0,2.0,10.0,484.0,2.1742495823498706,124.58227848101266,125.0,69.0,176.0,9842.0,26.04414772342153,0.2869583200998604,1.2565888737960555,0.3263699087819335,2.354081880884673
ID1192637,1192637,3,84.55937194824219,6.859798015128773,6.500955743024092,0.7953286637737994,0.0,0,0.1,1,,0.0,0.0,0.0,0.0,0.0,0.0,75.21518987341773,76.0,46.0,100.0,5942.0,12.857872861199395,-1.0,-Infinity,0.26709429934326856,2.4661648672503884
