LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID250946,250946,1,60.47908401489258,3.269973555634668,1.5805431813876094,1.432097332434246,0.0,0,0.1,1,,47.41772151898734,49.0,20.0,69.0,3746.0,13.001585302684923,0.1518987341772152,0.0,0.0,1.0,12.0,0.36121616494682235,0.3446866301618189,1.8697249312077306,0.30691272122220536,0.1975082666418394
ID250951,250951,1,49.149620056152344,3.2894202060543947,1.610290319984138,1.4829280646969139,3.8217413425445557,1,0.1,1,,42.40506329113924,42.0,20.0,64.0,3350.0,11.545360914661309,0.0,0.0,0.0,0.0,0.0,0.0,0.3497738625133327,1.903559851944757,NaN,NaN
ID250956,250956,1,47.00433349609375,2.987717989269809,1.6196167742165088,1.5046679332675021,7.643482685089111,2,0.1,1,,36.10126582278481,36.0,18.0,54.0,2852.0,9.010812503148308,0.4050632911392405,0.0,0.0,2.0,32.0,0.5665683325337335,0.35228630980016395,2.0874476246782643,0.3450872788837644,0.36684201530914795
ID250943,250943,1,36.725730895996094,2.9176713177455746,1.7057448763201888,1.5834942711909454,11.465224027633667,3,0.1,1,,33.379746835443036,34.0,16.0,51.0,2637.0,9.243575450796797,0.27848101265822783,0.0,0.0,1.0,22.0,0.4511156785172621,0.34034955941507605,1.833919044410894,-0.06416164480680611,-0.08464714446181154
ID250958,250958,1,35.57957077026367,2.7728142360363837,1.8663495963086736,1.5095260761246598,15.286965370178223,4,0.1,1,,28.759493670886076,30.0,12.0,42.0,2272.0,7.926287309300285,0.0,0.0,0.0,0.0,0.0,0.0,0.342123075534625,1.8498284097600048,-1.0,-Infinity
ID250965,250965,1,39.423614501953125,2.5830537722042193,1.9907631978857063,1.553216204136427,19.10870671272278,5,0.1,1,,32.822784810126585,33.0,14.0,50.0,2593.0,9.398253375195933,0.0,0.0,0.0,0.0,0.0,0.0,0.353268681415461,1.8233891995552005,-1.0,-Infinity
ID250960,250960,1,47.16904067993164,2.391492354049834,2.1170009519570208,1.3785642540369576,22.930448055267334,6,0.1,1,,42.59493670886076,43.0,22.0,60.0,3365.0,9.548149219696132,0.0,0.0,0.0,0.0,0.0,0.0,0.3168500607388122,2.1467735804081696,NaN,NaN
