LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID67421,67421,7,11.877607345581055,3.29717437423165,2.7588722909449475,3.973186163505551,19.1087007522583,5,0.1,1,,0.0,0.0,0.0,0.0,0.0,0.0,3.1392405063291138,3.0,1.0,6.0,248.0,1.4208536366564082,NaN,NaN,0.4011629275642082,1.2651365301021062
ID67449,67449,7,13.689579010009766,3.3679570206073874,2.7962583900188833,3.9719810359960848,22.93044090270996,6,0.1,1,,0.0,0.0,0.0,0.0,0.0,0.0,3.7468354430379747,4.0,1.0,7.0,296.0,1.7132092723994277,-1.0,-Infinity,0.3694985830779018,1.1801450503512054
ID67475,67475,7,13.835600852966309,3.3475236011155602,2.822444664210065,3.971396536320025,26.75218105316162,7,0.1,1,,0.0,0.0,0.0,0.0,0.0,0.0,3.8354430379746836,4.0,1.0,7.0,303.0,1.8076077103548343,NaN,NaN,0.3823080286143339,1.1736806260188684
ID67443,67443,9,50.37759017944336,4.282054862475677,3.243876199021499,2.635414778431902,22.93044090270996,6,0.1,1,,0.0759493670886076,0.0,0.0,1.0,6.0,0.2666098608758891,45.24050632911393,45.0,25.0,63.0,3574.0,9.085371716530009,-0.40133037694013307,-0.38193790115127374,0.29786065428663505,2.2855978794277587
ID67468,67468,9,51.54754638671875,4.308774229182377,3.285312850589002,2.7438614005480817,26.75218105316162,7,0.1,1,,1.1645569620253164,1.0,0.0,2.0,92.0,0.49173632049424293,48.08860759493671,48.0,25.0,67.0,3799.0,10.343076308503738,0.2585260197974655,0.972972365419989,0.29857589054909184,2.138010678385465
ID67537,67537,9,29.83935546875,4.368731050786716,3.250961039777115,2.67955336286819,30.57392120361328,8,0.1,1,,0.9113924050632911,1.0,0.0,1.0,72.0,0.2859923532114518,26.303797468354432,27.0,12.0,37.0,2078.0,5.919014190225941,0.24729320051970544,1.2636435939813095,0.31087789637111407,2.1077867512428483
ID67482,67482,9,23.692611694335938,4.404565596063587,3.2452330156973224,2.537257704997098,34.39566135406494,9,0.1,1,,0.9240506329113924,1.0,0.0,2.0,73.0,0.3498040439993688,22.974683544303797,23.0,11.0,33.0,1815.0,5.60213943460226,0.23743378457916425,1.013728098774032,0.32050152381106356,1.990750400319762
ID67489,67489,9,31.31501007080078,4.384217713730136,3.193516828672683,2.5003482419993195,38.2174015045166,10,0.1,1,,0.06329113924050633,0.0,0.0,1.0,5.0,0.24504171031127586,29.949367088607595,30.0,18.0,43.0,2366.0,6.310143917610297,-0.3375046006624953,-0.2631659665424071,0.3111110255946494,2.252445611871109
