LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID475943,475943,0,54.24860382,5.147323383,1.862866901,3.96967553,3.822576046,1,0.1,1,,6.64556962,6,2,14,525,3.154313183,20.43037975,21,6,35,1614,8.60632377,0.042804648,0.172959877,0.264502145,0.993112349
ID475914,475914,0,37.82145691,5.081464263,1.947869081,3.969720387,7.645152092,2,0.1,1,,19.65822785,14,2,79,1553,17.51108519,14.65822785,16,5,23,1158,5.585893579,-0.121962941,-0.311871968,0.204241189,0.890120205
ID475892,475892,0,54.9811058,5.070619727,1.87966461,3.970504484,11.46772814,3,0.1,1,,23.91139241,19,4,78,1889,18.26667828,19.72151899,22,7,32,1558,7.605559217,-0.01857809,-0.049558778,0.263665888,1.082083787
ID475904,475904,0,19.23953438,5.157148701,1.999743535,3.969925711,15.29030418,4,0.1,1,,23.75949367,19,4,74,1877,17.733219,6.924050633,8,2,11,547,2.706933888,0.010360486,0.02747789,0.246124056,1.010427981
ID475927,475927,4,103.0010452,4.100689648,1.878178465,4,22.93545628,6,0.1,1,,3.594936709,3,0,9,284,2.404690861,38.37974684,38,13,69,3032,16.6512522,0.189404251,0.476126361,0.314830876,1.103805684
ID475955,475955,4,44.28380203,4.163646553,1.762424374,3.968909311,26.75803232,7,0.1,1,,2.759493671,3,1,5,218,1.293129675,15.27848101,16,5,26,1207,6.211933736,0.305052756,0.997617835,0.307055065,1.155595233
ID475962,475962,4,43.32688522,4.209918934,1.806833911,3.969051369,30.58060837,8,0.1,1,,0,0,0,0,0,0,14.94936709,15,5,27,1181,6.472622292,-1,#NAME?,0.308673858,1.089534434
ID476012,476012,4,50.3984108,4.094174822,1.736129563,3.968690645,34.40318441,9,0.1,1,,1.367088608,1,0,4,108,1.178626049,18.37974684,19,6,30,1452,7.252415685,0.124723375,0.257248445,0.273336711,1.08803167
